 Time, Date, temp, Hum,Df_NH3, volt_NH3,MQ_136, Vmq136, mq136_Ratio,MQ_135,Vmq135, mq135_Ratio,MQ_2,Vmq2, mq2_Ratio,MQ_4,Vmq4, mq4_Ratio,MQ_8, Vmq8, mq8_Ratio,Sampe/Class
5:27:02 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.81,4.82,5.02,2.03,3.38,3.13,1.4,10.45,26.87,2.25,3.68,68.75,2.36,47.35,Gasoline
5:27:02 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.82,4.81,5.23,1.89,3.33,3.18,1.38,10.37,28.08,2.27,3.62,69.4,2.39,46.7,Gasoline
5:27:02 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.82,5.04,5.12,2.03,3.36,3.35,1.4,10.12,27.47,2.26,3.65,68.85,2.38,47.25,Gasoline
5:27:03 AM,22-07-23,25.5,21,0.63,0.54,0.13,2.74,4.96,5.02,2,3.38,3.21,1.39,10.32,29.66,2.22,3.55,69.78,2.39,46.34,Gasoline
5:27:03 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.8,4.85,4.89,1.99,3.42,4.03,1.48,9.31,27.77,2.2,3.64,70.35,2.41,45.79,Gasoline
5:27:04 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.76,5.02,5.07,1.99,3.37,4.1,1.49,9.25,26.58,2.27,3.69,71.4,2.38,44.82,Gasoline
5:27:04 AM,22-07-23,25.5,21,0.63,0.54,0.11,2.74,5.24,5.02,2,3.38,3.61,1.46,9.79,26.87,2.23,3.68,71.3,2.44,44.91,Gasoline
5:27:05 AM,22-07-23,25.5,21,0.63,0.54,0.11,2.7,5.17,5.07,1.97,3.37,3.32,1.31,10.17,27.93,2.23,3.63,71.01,2.45,45.17,Gasoline
5:27:05 AM,22-07-23,25.5,21,0.63,0.54,0.11,2.72,5.24,4.94,1.96,3.4,3.07,1.38,10.52,27.17,2.21,3.66,71.78,2.39,44.47,Gasoline
5:27:06 AM,22-07-23,25.5,21,0.63,0.54,0.09,2.71,5.45,5.23,1.99,3.33,3.91,1.47,9.45,26.43,2.24,3.7,70.06,2.44,46.06,Gasoline
5:27:07 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.64,5.1,4.89,2,3.42,3.46,1.44,9.98,25.29,2.2,3.76,70.25,2.41,45.88,Gasoline
5:27:07 AM,22-07-23,25.5,21,0.63,0.54,0.1,2.71,5.31,5.2,2,3.33,2.89,1.36,10.81,26.14,2.17,3.72,69.69,2.38,46.43,Gasoline
5:27:08 AM,22-07-23,25.5,21,0.63,0.54,0.1,2.74,5.26,5.23,2,3.33,3.02,1.43,10.6,27.62,2.19,3.64,69.78,2.39,46.34,Gasoline
5:27:08 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.78,4.99,5.07,2.03,3.37,3.21,1.43,10.32,26.58,2.24,3.69,70.44,2.41,45.7,Gasoline
5:27:09 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.79,5,4.97,2.03,3.4,3.34,1.43,10.15,28.39,2.23,3.61,69.87,2.36,46.24,Gasoline
5:27:09 AM,22-07-23,25.5,21,0.63,0.54,0.13,2.8,4.89,4.94,2.03,3.4,2.94,1.35,10.73,26.43,2.24,3.7,70.25,2.4,45.88,Gasoline
5:27:10 AM,22-07-23,25.6,21,0.63,0.55,0.13,2.83,4.9,5.25,2.01,3.32,2.89,1.37,10.81,27.47,2.24,3.65,70.54,2.35,45.62,Gasoline
5:27:10 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.78,5.01,5.07,2.03,3.37,2.86,1.35,10.87,30.32,2.23,3.52,70.92,2.38,45.26,Gasoline
5:27:11 AM,22-07-23,25.6,21,0.63,0.54,0.11,2.71,5.12,4.77,2,3.45,2.81,1.34,10.95,27.02,2.24,3.67,71.01,2.43,45.17,Gasoline
5:27:11 AM,22-07-23,25.6,21,0.63,0.54,0.1,2.74,5.26,5.36,1.88,3.29,2.98,1.43,10.68,26.14,2.29,3.72,69.59,2.4,46.52,Gasoline
5:27:12 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.78,5.04,5.39,1.95,3.29,2.74,1.33,11.09,27.62,2.21,3.64,70.25,2.4,45.88,Gasoline
5:27:12 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.92,4.99,5.44,2.01,3.27,2.69,1.33,11.17,27.02,2.24,3.67,70.35,2.38,45.79,Gasoline
5:27:13 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.74,5.08,5.28,1.9,3.31,2.54,1.17,11.46,26.87,2.31,3.68,71.68,2.4,44.56,Gasoline
5:27:13 AM,22-07-23,25.6,21,0.63,0.54,0.1,2.68,5.37,4.77,2,3.45,2.62,1.28,11.32,27.17,2.24,3.66,71.78,2.45,44.47,Gasoline
5:27:14 AM,22-07-23,25.6,21,0.63,0.54,0.09,2.68,5.55,4.65,2.03,3.49,2.28,1.29,12.04,28.55,2.25,3.6,71.88,2.45,44.38,Gasoline
5:27:14 AM,22-07-23,25.6,21,0.63,0.54,0.09,2.62,5.39,5.36,2.03,3.29,2.37,1.26,11.82,27.47,2.24,3.65,71.88,2.43,44.38,Gasoline
5:27:15 AM,22-07-23,25.6,21,0.63,0.54,0.1,2.7,5.32,5.28,2.02,3.31,3.02,1.22,10.6,26.87,2.24,3.68,70.16,2.45,45.97,Gasoline
5:27:15 AM,22-07-23,25.6,21,0.63,0.54,0.1,2.73,5.34,5.41,1.99,3.28,2.98,1.36,10.68,26.72,2.24,3.69,71.11,2.43,45.08,Gasoline
5:27:16 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.72,5.22,5.49,2,3.26,3.37,1.46,10.1,26.72,2.25,3.69,71.49,2.43,44.73,Gasoline
5:27:17 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.72,5.46,5.58,2.05,3.24,3.56,1.51,9.86,27.17,2.26,3.66,71.01,2.43,45.17,Gasoline
5:27:17 AM,22-07-23,25.7,22,0.63,0.55,0.09,2.72,5.39,5.55,2.03,3.25,3.52,1.42,9.9,26,2.19,3.72,70.82,2.44,45.35,Gasoline
5:27:18 AM,22-07-23,25.7,22,0.63,0.55,0.12,2.74,5.1,5.49,2.01,3.26,3.19,1.37,10.34,28.23,2.23,3.61,72.27,2.43,44.04,Gasoline
5:27:18 AM,22-07-23,25.7,22,0.63,0.54,0.12,2.76,5.05,5.61,2.03,3.23,3.28,1.38,10.22,27.32,2.27,3.66,71.4,2.43,44.82,Gasoline
5:27:19 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.73,5.15,5.33,1.98,3.3,3.28,1.39,10.22,27.32,2.24,3.66,71.59,2.44,44.64,Gasoline
5:27:19 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.71,5.28,5.49,2.03,3.26,3.35,1.4,10.12,28.55,2.24,3.6,71.49,2.47,44.73,Gasoline
5:27:20 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.69,5.39,4.8,2.04,3.45,2.89,1.33,10.81,28.08,2.21,3.62,71.4,2.45,44.82,Gasoline
5:27:20 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.73,5.36,5.44,2.03,3.27,2.8,1.29,10.98,27.77,2.2,3.64,71.59,2.44,44.64,Gasoline
5:27:21 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.7,5.36,5.72,2.03,3.21,2.49,1.28,11.58,27.62,2.25,3.64,72.36,2.44,43.95,Gasoline
5:27:21 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.71,5.24,5.41,2.03,3.28,2.56,1.29,11.43,28.08,2.26,3.62,71.2,2.4,44.99,Gasoline
5:27:22 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.72,5.17,5.12,2.04,3.36,2.66,1.3,11.23,29.66,2.21,3.55,72.27,2.46,44.04,Gasoline
5:27:22 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.74,5.24,5.12,2.04,3.36,3.07,1.36,10.52,28.23,2.21,3.61,72.17,2.45,44.12,Gasoline
5:27:23 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.73,5.2,5.07,2.03,3.37,2.99,1.36,10.65,28.7,2.26,3.59,71.3,2.45,44.91,Gasoline
5:27:23 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.71,5.3,5.17,2.05,3.34,2.47,1.29,11.61,29.34,2.26,3.56,72.75,2.45,43.61,Gasoline
5:27:24 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.72,5.22,5.49,2.05,3.26,2.66,1.3,11.23,29.18,2.25,3.57,71.97,2.41,44.3,Gasoline
5:27:24 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.74,5.26,5.49,2.04,3.26,2.78,1.28,11.01,28.86,2.25,3.59,72.27,2.46,44.04,Gasoline
5:27:25 AM,22-07-23,25.7,22,0.63,0.54,0.12,2.76,5.08,5.44,2.03,3.27,2.44,1.27,11.67,28.55,2.27,3.6,73.74,2.46,42.76,Gasoline
5:27:26 AM,22-07-23,25.7,22,0.63,0.55,0.11,2.71,5.14,5.52,2.02,3.25,2.4,1.23,11.76,28.7,2.27,3.59,73.15,2.47,43.27,Gasoline
5:27:26 AM,22-07-23,25.7,22,0.63,0.55,0.1,2.72,5.25,5.63,2.02,3.23,2.65,1.28,11.26,28.39,2.17,3.61,72.75,2.45,43.61,Gasoline
5:27:27 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.69,5.36,5.52,2,3.25,2.77,1.32,11.03,25.29,2.27,3.76,72.27,2.45,44.04,Gasoline
5:27:27 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.53,5.75,2.02,3.2,2.47,1.3,11.61,29.5,2.22,3.56,71.97,2.43,44.3,Gasoline
5:27:28 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.67,5.44,5.69,2.01,3.22,2.85,1.31,10.9,28.08,2.26,3.62,71.97,2.45,44.3,Gasoline
5:27:28 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.67,5.44,5.72,2.03,3.21,3.01,1.33,10.63,29.83,2.26,3.54,71.2,2.46,44.99,Gasoline
5:27:29 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.41,5.81,1.97,3.19,2.71,1.31,11.15,31.86,2.34,3.46,69.22,2.4,46.88,Gasoline
5:27:29 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.69,5.44,5.95,1.97,3.16,2.21,1.24,12.2,28.86,2.28,3.59,70.73,2.36,45.44,Gasoline
5:27:30 AM,22-07-23,25.7,22,0.63,0.55,0.09,2.68,5.43,5.47,2.05,3.27,2.19,1.22,12.27,29.66,2.26,3.55,71.3,2.43,44.91,Gasoline
5:27:30 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.41,5.52,2.05,3.25,2.35,1.21,11.88,29.18,2.31,3.57,72.27,2.45,44.04,Gasoline
5:27:31 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.47,5.41,2.08,3.28,2.21,1.22,12.2,27.93,2.26,3.63,71.4,2.41,44.82,Gasoline
5:27:31 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.59,5.66,5.83,2.02,3.18,2.32,1.24,11.95,26.72,2.26,3.69,73.05,2.48,43.35,Gasoline
5:27:32 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.6,5.54,5.81,1.98,3.19,2.4,1.25,11.76,23.28,2.29,3.87,72.95,2.49,43.44,Gasoline
5:27:32 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.62,5.58,5.69,2.05,3.22,2.16,1.22,12.33,27.93,2.25,3.63,72.46,2.46,43.87,Gasoline
5:27:33 AM,22-07-23,25.6,22,0.63,0.54,0.08,2.64,5.59,5.41,2.04,3.28,1.92,1.17,13.01,30.66,2.26,3.51,72.07,2.45,44.21,Gasoline
5:27:33 AM,22-07-23,25.6,22,0.63,0.54,0.09,2.64,5.55,5.49,2.07,3.26,1.95,1.17,12.91,32.56,2.29,3.43,71.2,2.45,44.99,Gasoline
5:27:34 AM,22-07-23,25.6,22,0.63,0.54,0.08,2.67,5.57,5.17,2,3.34,2.14,1.25,12.4,28.39,2.27,3.61,70.82,2.45,45.35,Gasoline
5:27:34 AM,22-07-23,25.6,22,0.63,0.54,0.09,2.65,5.5,5.55,2.06,3.25,2.44,1.26,11.67,30.83,2.3,3.5,71.4,2.4,44.82,Gasoline
5:27:35 AM,22-07-23,25.7,22,0.63,0.55,0.09,2.64,5.52,5.86,2.08,3.18,2.32,1.23,11.95,26.58,2.26,3.69,70.92,2.43,45.26,Gasoline
5:27:36 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.6,5.61,5.98,2.03,3.15,2.36,1.24,11.85,27.62,2.24,3.64,70.35,2.41,45.79,Gasoline
5:27:36 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.47,5.39,2.04,3.29,2.09,1.21,12.53,28.86,2.29,3.59,70.16,2.39,45.97,Gasoline
5:27:37 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.65,5.55,5.72,2.05,3.21,1.99,1.19,12.8,29.5,2.27,3.56,70.25,2.4,45.88,Gasoline
5:27:37 AM,22-07-23,25.6,22,0.63,0.54,0.09,2.65,5.52,5.49,2.06,3.26,2.47,1.2,11.61,30.16,2.27,3.53,69.5,2.4,46.61,Gasoline
5:27:38 AM,22-07-23,25.6,22,0.63,0.55,0.09,2.64,5.55,5.58,2.03,3.24,2.1,1.21,12.5,29.66,2.09,3.55,70.06,2.39,46.06,Gasoline
5:27:38 AM,22-07-23,25.6,22,0.63,0.55,0.08,2.67,5.6,5.83,1.97,3.18,2.09,1.16,12.53,25.15,2.28,3.77,70.16,2.48,45.97,Gasoline
5:27:39 AM,22-07-23,25.6,22,0.63,0.55,0.09,2.68,5.45,5.61,2.08,3.23,2.39,1.28,11.79,27.93,2.29,3.63,69.87,2.43,46.24,Gasoline
5:27:39 AM,22-07-23,25.6,22,0.63,0.55,0.09,2.61,5.46,5.04,2.05,3.38,2.47,1.27,11.61,29.5,2.28,3.56,71.01,2.37,45.17,Gasoline
5:27:40 AM,22-07-23,25.6,22,0.63,0.55,0.08,2.64,5.6,5.55,2.05,3.25,2.36,1.23,11.85,28.7,2.27,3.59,72.07,2.43,44.21,Gasoline
5:27:40 AM,22-07-23,25.6,22,0.63,0.55,0.08,2.64,5.62,5.15,2.05,3.35,2.39,1.24,11.79,29.18,2.24,3.57,70.35,2.44,45.79,Gasoline
5:27:41 AM,22-07-23,25.6,22,0.63,0.55,0.08,2.64,5.57,5.83,2.03,3.18,1.91,1.18,13.05,25.29,2.27,3.76,70.54,2.39,45.62,Gasoline
5:27:41 AM,22-07-23,25.7,22,0.63,0.55,0.08,2.67,5.68,5.98,2.04,3.15,2.09,1.19,12.53,29.18,2.27,3.57,70.73,2.4,45.44,Gasoline
5:27:42 AM,22-07-23,25.7,22,0.63,0.55,0.07,2.67,5.87,5.33,2.07,3.3,2.1,1.18,12.5,28.08,2.3,3.62,70.25,2.43,45.88,Gasoline
5:27:42 AM,22-07-23,25.7,22,0.63,0.55,0.09,2.58,5.5,6.04,2.08,3.14,1.97,1.14,12.87,28.23,2.27,3.61,70.73,2.41,45.44,Gasoline
5:27:43 AM,22-07-23,25.7,22,0.63,0.55,0.08,2.63,5.6,5.69,2.03,3.22,1.91,1.13,13.05,28.7,2.2,3.59,69.87,2.4,46.24,Gasoline
5:27:43 AM,22-07-23,25.7,22,0.63,0.55,0.08,2.64,5.63,5.78,2.01,3.2,1.75,1.09,13.56,28.39,2.28,3.61,69.87,2.45,46.24,Gasoline
5:27:44 AM,22-07-23,25.7,22,0.63,0.55,0.08,2.64,5.6,5.61,2.02,3.23,1.91,1.15,13.05,29.34,2.28,3.56,70.82,2.43,45.35,Gasoline
5:27:45 AM,22-07-23,25.7,22,0.63,0.55,0.08,2.64,5.65,5.81,2.07,3.19,2.09,1.19,12.53,28.23,2.26,3.61,70.82,2.43,45.35,Gasoline
5:27:45 AM,22-07-23,25.7,22,0.63,0.55,0.08,2.51,5.64,5.98,2,3.15,2.16,1.26,12.33,28.7,2.27,3.59,71.01,2.39,45.17,Gasoline
5:27:46 AM,22-07-23,25.7,22,0.63,0.55,0.07,2.64,5.89,5.98,2.06,3.15,2.5,1.25,11.55,27.47,2.27,3.65,69.97,2.37,46.15,Gasoline
5:27:46 AM,22-07-23,25.7,22,0.63,0.55,0.08,2.62,5.71,5.98,1.98,3.15,2.15,1.24,12.36,29.5,2.26,3.56,70.25,2.41,45.88,Gasoline
5:27:47 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.65,5.55,5.69,2.07,3.22,1.86,1.18,13.19,28.39,2.26,3.61,71.2,2.42,44.99,Gasoline
5:27:47 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.67,5.63,5.92,2.03,3.16,1.9,1.13,13.08,26.43,2.3,3.7,71.11,2.43,45.08,Gasoline
5:27:48 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.63,5.68,5.44,2.08,3.27,1.65,1.1,13.91,32.38,2.28,3.44,70.73,2.43,45.44,Gasoline
5:27:48 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.63,5.66,5.89,2.08,3.17,1.61,1.09,14.07,31,2.24,3.5,70.25,2.44,45.88,Gasoline
5:27:49 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.63,5.61,4.97,2.05,3.4,1.6,1.11,14.11,30.66,2.27,3.51,69.31,2.41,46.79,Gasoline
5:27:49 AM,22-07-23,25.8,22,0.63,0.54,0.09,2.63,5.55,5.95,1.99,3.16,1.59,1.1,14.15,28.55,2.27,3.6,70.73,2.36,45.44,Gasoline
5:27:50 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.66,5.6,5.89,2.06,3.17,1.66,1.08,13.87,28.23,2.24,3.61,70.63,2.37,45.53,Gasoline
5:27:50 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.63,5.77,6.01,2.08,3.14,1.65,1.14,13.91,27.32,2.13,3.66,71.2,2.41,44.99,Gasoline
5:27:51 AM,22-07-23,25.8,22,0.63,0.54,0.09,2.65,5.53,6.26,2.05,3.09,1.86,1.17,13.19,26.72,2.27,3.69,69.69,2.42,46.43,Gasoline
5:27:51 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.64,5.63,5.75,2.05,3.2,2.04,1.16,12.66,27.93,2.34,3.63,70.54,2.39,45.62,Gasoline
5:27:52 AM,22-07-23,25.8,22,0.63,0.55,0.09,2.66,5.47,5.92,2.08,3.16,1.79,1.17,13.41,29.34,2.27,3.56,70.16,2.41,45.97,Gasoline
5:27:52 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.65,5.63,5.69,2.06,3.22,1.65,1.1,13.91,27.93,2.23,3.63,69.31,2.4,46.79,Gasoline
5:27:53 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.63,5.84,5.47,2.1,3.27,1.65,1.12,13.91,30.16,2.27,3.53,69.03,2.39,47.07,Gasoline
5:27:53 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.65,5.62,5.39,2.07,3.29,1.65,1.08,13.91,27.62,2.27,3.64,68.85,2.39,47.25,Gasoline
5:27:54 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.56,5.43,6.13,2.04,3.12,1.61,1.03,14.07,29.18,2.27,3.57,70.44,2.39,45.7,Gasoline
5:27:55 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.67,5.53,5.75,2,3.2,1.56,1.2,14.27,29.34,2.27,3.56,70.25,2.39,45.88,Gasoline
5:27:55 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.66,5.5,5.55,2.04,3.25,1.74,1.15,13.6,30.49,2.28,3.52,70.63,2.41,45.53,Gasoline
5:27:56 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.62,5.49,5.98,2.1,3.15,1.78,1.14,13.45,28.7,2.3,3.59,71.2,2.43,44.99,Gasoline
5:27:56 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.61,5.81,6.01,2.08,3.14,1.91,1.21,13.05,29.83,2.33,3.54,73.84,2.45,42.68,Gasoline
5:27:57 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.6,5.78,5.3,2.06,3.31,2.28,1.22,12.04,30.83,2.27,3.5,69.97,2.42,46.15,Gasoline
5:27:57 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.62,5.75,5.44,2.01,3.27,2.32,1.23,11.95,27.77,2.29,3.64,69.59,2.41,46.52,Gasoline
5:27:58 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.6,5.8,5.49,2.09,3.26,1.75,1.25,13.56,29.02,2.27,3.58,70.63,2.44,45.53,Gasoline
5:27:58 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.55,5.81,5.75,2.03,3.2,2.16,1.24,12.33,28.23,2.26,3.61,70.54,2.38,45.62,Gasoline
5:27:59 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.61,5.75,5.95,2.05,3.16,2.23,1.25,12.17,29.5,2.27,3.56,70.63,2.41,45.53,Gasoline
5:27:59 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.63,5.73,6.1,2.06,3.13,2.09,1.2,12.53,29.02,2.27,3.58,69.59,2.41,46.52,Gasoline
5:28:00 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.61,5.82,5.81,2.08,3.19,2.2,1.21,12.23,30.66,2.25,3.51,70.16,2.42,45.97,Gasoline
5:28:01 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.61,5.7,5.75,2.06,3.2,2.29,1.23,12.01,29.66,2.26,3.55,70.06,2.39,46.06,Gasoline
5:28:02 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.62,5.91,5.66,2.06,3.22,2,1.2,12.77,28.39,2.26,3.61,68.94,2.39,47.16,Gasoline
5:28:02 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.57,5.78,5.3,2.06,3.31,1.82,1.19,13.34,29.83,2.26,3.54,69.03,2.4,47.07,Gasoline
5:28:02 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.5,5.75,5.86,2.04,3.18,1.91,1.13,13.05,26.87,2.27,3.68,69.87,2.39,46.24,Gasoline
5:28:02 AM,22-07-23,25.7,22,0.63,0.55,0.07,2.52,5.96,5.83,2.04,3.18,1.85,1.06,13.23,30.66,2.28,3.51,70.73,2.43,45.44,Gasoline
5:28:03 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.59,5.8,6.07,2.1,3.13,2.04,1.18,12.66,31.34,2.3,3.48,69.59,2.4,46.52,Gasoline
5:28:04 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.62,5.62,5.36,2.06,3.29,2,1.21,12.77,30.49,2.27,3.52,70.92,2.36,45.26,Gasoline
5:28:04 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.55,5.62,6.67,2.07,3.01,1.75,1.13,13.56,29.5,2.26,3.56,71.11,2.44,45.08,Gasoline
5:28:05 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.62,5.69,6.22,2.03,3.1,1.45,1.15,14.78,28.55,2.19,3.6,70.92,2.41,45.26,Gasoline
5:28:05 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.48,5.81,5.47,2.07,3.27,1.63,1.09,13.99,26.58,2.3,3.69,69.59,2.4,46.52,Gasoline
5:28:06 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.58,5.97,5.83,2.06,3.18,1.64,1.12,13.95,28.86,2.26,3.59,70.35,2.42,45.79,Gasoline
5:28:06 AM,22-07-23,25.7,22,0.63,0.54,0.07,2.57,5.95,6.54,2.06,3.04,1.56,1.09,14.27,28.55,2.3,3.6,70.82,2.42,45.35,Gasoline
5:28:07 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.57,5.86,6.1,2.05,3.13,1.61,1.09,14.07,28.23,2.28,3.61,69.5,2.4,46.61,Gasoline
5:28:07 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.6,5.88,6.1,2.05,3.13,1.22,1.07,15.98,29.5,2.27,3.56,69.59,2.37,46.52,Gasoline
5:28:08 AM,22-07-23,25.8,22,0.63,0.55,0.07,2.55,5.78,5.86,2.05,3.18,1.42,1.02,14.91,26.14,2.28,3.72,68.85,2.38,47.25,Gasoline
5:28:08 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.6,5.77,5.98,2.06,3.15,1.36,1.05,15.18,29.18,2.17,3.57,69.03,2.35,47.07,Gasoline
5:28:09 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.59,5.78,5.58,1.99,3.24,1.46,1.07,14.69,29.83,2.26,3.54,68.57,2.31,47.53,Gasoline
5:28:09 AM,22-07-23,25.8,22,0.63,0.55,0.07,2.59,5.84,5.98,2.06,3.15,1.69,1.09,13.79,29.66,2.21,3.55,69.12,2.39,46.98,Gasoline
5:28:10 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.55,5.73,5.78,2.06,3.2,1.9,1.08,13.08,28.86,2.26,3.59,69.12,2.39,46.98,Gasoline
5:28:10 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.58,5.8,6.01,2.06,3.14,1.84,1.13,13.27,28.86,2.25,3.59,69.22,2.37,46.88,Gasoline
5:28:11 AM,22-07-23,25.8,22,0.63,0.54,0.1,2.65,5.25,5.49,2.04,3.26,1.76,1.13,13.53,30.32,2.28,3.52,69.31,2.38,46.79,Gasoline
5:28:11 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.61,5.65,5.83,2.06,3.18,1.71,1.16,13.72,29.34,2.29,3.56,69.4,2.39,46.7,Gasoline
5:28:12 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.61,5.72,5.92,2.06,3.16,1.82,1.1,13.34,28.08,2.34,3.62,69.31,2.38,46.79,Gasoline
5:28:13 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.61,5.83,5.92,2.05,3.16,1.56,1.05,14.27,26.14,2.33,3.72,69.4,2.35,46.7,Gasoline
5:28:13 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.68,5.73,5.95,2.08,3.16,1.52,1,14.44,28.23,2.28,3.61,69.78,2.39,46.34,Gasoline
5:28:14 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.61,5.93,5.44,2.05,3.27,1.62,1.11,14.03,25.15,2.3,3.77,70.16,2.39,45.97,Gasoline
5:28:14 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.59,5.86,5.49,2.07,3.26,1.65,1.15,13.91,31.34,2.29,3.48,69.5,2.4,46.61,Gasoline
5:28:15 AM,22-07-23,25.8,22,0.63,0.54,0.07,2.61,5.97,5.83,2.04,3.18,1.51,1.04,14.48,30.49,2.32,3.52,69.22,2.33,46.88,Gasoline
5:28:15 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.59,5.75,6.04,2.09,3.14,1.4,1.04,15,29.66,2.29,3.55,69.03,2.35,47.07,Gasoline
5:28:16 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.61,5.68,6.16,2.04,3.11,1.44,1.06,14.82,29.02,2.31,3.58,68.75,2.32,47.35,Gasoline
5:28:16 AM,22-07-23,25.8,22,0.63,0.54,0.09,2.64,5.54,5.58,2,3.24,1.49,1.09,14.57,29.34,2.28,3.56,68.38,2.35,47.72,Gasoline
5:28:17 AM,22-07-23,25.8,22,0.63,0.54,0.09,2.67,5.45,5.75,2.07,3.2,1.57,1.09,14.23,31,2.28,3.5,69.22,2.36,46.88,Gasoline
5:28:17 AM,22-07-23,25.8,22,0.63,0.54,0.08,2.63,5.71,5.81,2.07,3.19,1.45,1.1,14.78,31.68,2.32,3.47,69.22,2.38,46.88,Gasoline
5:28:18 AM,22-07-23,25.8,22,0.63,0.55,0.07,2.62,5.83,5.66,2.06,3.22,1.67,1.07,13.83,31.17,2.26,3.49,69.22,2.38,46.88,Gasoline
